parent_material_id,child_material_id,quantity
MAT_T3_02931,MAT_T4_06263,1.773
MAT_T3_02931,MAT_T4_00964,1.269
MAT_T3_02931,MAT_T4_02317,4.282
MAT_T3_02935,MAT_T4_02223,3.013
MAT_T3_02937,MAT_T4_06415,0.527
MAT_T3_02937,MAT_T4_06228,1.764
MAT_T3_02948,MAT_T4_06558,1.687
MAT_T3_02948,MAT_T4_02866,4.083
MAT_T3_02948,MAT_T4_00301,3.534
MAT_T3_02949,MAT_T4_01224,4.905
MAT_T3_02951,MAT_T4_02767,4.14
MAT_T3_02952,MAT_T4_05538,0.762
MAT_T3_02952,MAT_T4_04785,3.95
MAT_T3_02952,MAT_T4_01832,1.016
MAT_T3_02953,MAT_T4_00660,3.433
MAT_T3_02953,MAT_T4_04205,1.582
MAT_T3_02953,MAT_T4_03525,2.705
MAT_T3_02953,MAT_T4_06091,3.813
MAT_T3_02954,MAT_T4_06731,3.491
MAT_T3_02954,MAT_T4_01901,1.593
MAT_T3_02955,MAT_T4_02970,1.214
MAT_T3_02958,MAT_T4_00641,3.782
MAT_T3_02958,MAT_T4_00037,1.05
MAT_T3_02958,MAT_T4_00745,2.121
MAT_T3_02958,MAT_T4_00585,2.903
MAT_T3_02958,MAT_T4_05022,0.877
MAT_T3_02959,MAT_T4_03857,1.917
MAT_T3_02959,MAT_T4_00147,4.97
MAT_T3_02959,MAT_T4_05062,1.773
MAT_T3_02972,MAT_T4_06772,3.716
MAT_T3_02975,MAT_T4_02188,2.752
MAT_T3_02975,MAT_T4_04826,0.979
MAT_T3_02979,MAT_T4_05274,3.581
MAT_T3_02979,MAT_T4_02556,4.065
MAT_T3_02979,MAT_T4_01879,0.765
MAT_T3_02981,MAT_T4_06150,3.218
MAT_T3_02981,MAT_T4_06354,2.023
MAT_T3_02981,MAT_T4_06862,4.657
MAT_T3_02992,MAT_T4_02970,2.034
MAT_T3_02992,MAT_T4_03908,0.943
MAT_T3_02994,MAT_T4_03477,0.865
MAT_T3_02994,MAT_T4_04153,4.751
MAT_T3_02994,MAT_T4_00187,2.228
MAT_T3_02994,MAT_T4_02675,3.947
MAT_T3_02996,MAT_T4_03601,4.505
MAT_T3_03000,MAT_T4_06421,3.164
MAT_T3_03000,MAT_T4_01415,1.234
MAT_T3_03001,MAT_T4_04293,0.938
MAT_T3_03001,MAT_T4_01119,0.716
MAT_T3_03001,MAT_T4_06563,1.133
MAT_T3_03001,MAT_T4_06212,2.43
MAT_T3_03002,MAT_T4_05490,2.296
MAT_T3_03002,MAT_T4_03137,2.278
MAT_T3_03002,MAT_T4_06021,0.928
MAT_T3_03005,MAT_T4_01393,1.31
MAT_T3_03017,MAT_T4_00514,3.348
MAT_T3_03020,MAT_T4_00594,4.419
MAT_T3_03021,MAT_T4_01998,3.589
MAT_T3_03021,MAT_T4_04087,0.903
MAT_T3_03022,MAT_T4_06032,3.271
MAT_T3_03022,MAT_T4_06753,2.893
MAT_T3_03024,MAT_T4_05789,3.513
MAT_T3_03024,MAT_T4_03328,0.706
MAT_T3_03024,MAT_T4_06613,0.557
MAT_T3_03025,MAT_T4_05099,3.839
MAT_T3_03025,MAT_T4_01686,1.547
MAT_T3_03028,MAT_T4_03825,3.322
MAT_T3_03028,MAT_T4_01632,4.99
MAT_T3_03028,MAT_T4_04077,0.925
MAT_T3_03028,MAT_T4_03312,0.854
MAT_T3_03028,MAT_T4_01905,2.8
MAT_T3_03028,MAT_T4_00576,4.487
MAT_T3_03029,MAT_T4_01899,3.827
MAT_T3_03029,MAT_T4_06762,0.594
MAT_T3_03029,MAT_T4_04046,1.891
MAT_T3_03032,MAT_T4_04118,2.896
MAT_T3_03032,MAT_T4_05534,1.16
MAT_T3_03032,MAT_T4_00777,2.357
MAT_T3_03032,MAT_T4_02820,4.694
MAT_T3_03038,MAT_T4_02595,3.923
MAT_T3_03039,MAT_T4_00102,3.158
MAT_T3_03039,MAT_T4_01922,3.74
MAT_T3_03040,MAT_T4_04137,1.61
MAT_T3_03040,MAT_T4_05192,0.775
MAT_T3_03040,MAT_T4_03547,2.138
MAT_T3_03040,MAT_T4_02685,1.391
MAT_T3_03040,MAT_T4_05780,0.618
MAT_T3_03040,MAT_T4_03275,4.365
MAT_T3_03040,MAT_T4_03015,0.519
MAT_T3_03040,MAT_T4_00198,0.978
MAT_T3_03043,MAT_T4_02492,2.309
MAT_T3_03043,MAT_T4_05013,4.347
MAT_T3_03043,MAT_T4_01238,3.606
MAT_T3_03043,MAT_T4_04565,1.11
MAT_T3_03045,MAT_T4_01720,0.639
MAT_T3_03045,MAT_T4_02740,2.699
MAT_T3_03045,MAT_T4_04568,3.958
MAT_T3_03046,MAT_T4_03788,4.484
MAT_T3_03046,MAT_T4_00004,2.905
MAT_T3_03047,MAT_T4_01904,3.22
MAT_T3_03047,MAT_T4_02407,1.764
MAT_T3_03047,MAT_T4_00836,0.751
MAT_T3_03047,MAT_T4_05184,1.14
MAT_T3_03047,MAT_T4_00198,2.743
MAT_T3_03047,MAT_T4_00404,0.873
MAT_T3_03050,MAT_T4_03491,3.068
MAT_T3_03050,MAT_T4_05598,3.426
MAT_T3_03050,MAT_T4_04620,0.615
MAT_T3_03056,MAT_T4_04802,0.835
MAT_T3_03056,MAT_T4_05870,3.475
MAT_T3_03056,MAT_T4_04785,3.547
MAT_T3_03060,MAT_T4_02303,0.993
MAT_T3_03060,MAT_T4_04342,1.209
MAT_T3_03061,MAT_T4_04356,4.524
MAT_T3_03062,MAT_T4_06248,2.475
MAT_T3_03063,MAT_T4_02331,2.257
MAT_T3_03063,MAT_T4_06451,2.872
MAT_T3_03064,MAT_T4_04312,4.18
MAT_T3_03064,MAT_T4_01720,3.639
MAT_T3_03064,MAT_T4_06211,4.04
MAT_T3_03064,MAT_T4_02942,4.29
MAT_T3_03064,MAT_T4_02303,1.626
MAT_T3_03065,MAT_T4_02187,3.878
MAT_T3_03065,MAT_T4_06908,4.119
MAT_T3_03067,MAT_T4_00200,4.006
MAT_T3_03067,MAT_T4_03119,3.622
MAT_T3_03067,MAT_T4_02290,4.533
MAT_T3_03076,MAT_T4_00102,2.374
MAT_T3_03091,MAT_T4_03744,2.059
MAT_T3_03095,MAT_T4_02440,3.618
MAT_T3_03095,MAT_T4_04126,2.428
MAT_T3_03095,MAT_T4_06330,2.388
MAT_T3_03102,MAT_T4_05574,2.563
MAT_T3_03104,MAT_T4_00532,1.005
MAT_T3_03104,MAT_T4_05677,1.035
MAT_T3_03104,MAT_T4_04392,2.724
MAT_T3_03105,MAT_T4_01715,3.599
MAT_T3_03110,MAT_T4_06012,2.019
MAT_T3_03110,MAT_T4_03759,3.05
MAT_T3_03110,MAT_T4_01179,3.064
MAT_T3_03110,MAT_T4_06858,3.154
MAT_T3_03110,MAT_T4_04368,4.767
MAT_T3_03114,MAT_T4_01345,2.127
MAT_T3_03115,MAT_T4_06899,1.118
MAT_T3_03115,MAT_T4_00655,0.852
MAT_T3_03115,MAT_T4_05975,3.706
MAT_T3_03115,MAT_T4_03221,4.447
MAT_T3_03120,MAT_T4_00385,4.423
MAT_T3_03120,MAT_T4_02904,3.326
MAT_T3_03120,MAT_T4_06186,2.91
MAT_T3_03124,MAT_T4_03691,2.38
MAT_T3_03124,MAT_T4_03482,3.525
MAT_T3_03127,MAT_T4_06713,3.361
MAT_T3_03127,MAT_T4_01260,1.36
MAT_T3_03127,MAT_T4_02912,1.638
MAT_T3_03127,MAT_T4_00422,1.153
MAT_T3_03129,MAT_T4_03302,4.434
MAT_T3_03131,MAT_T4_05653,2.931
MAT_T3_03134,MAT_T4_01941,4.218
MAT_T3_03134,MAT_T4_04954,3.605
MAT_T3_03134,MAT_T4_02946,1.582
MAT_T3_03136,MAT_T4_04623,2.949
MAT_T3_03136,MAT_T4_03921,0.543
MAT_T3_03141,MAT_T4_00455,0.533
MAT_T3_03141,MAT_T4_01254,4.695
MAT_T3_03145,MAT_T4_00120,2.051
MAT_T3_03146,MAT_T4_04804,3.809
MAT_T3_03146,MAT_T4_03825,3.053
MAT_T3_03146,MAT_T4_03925,0.977
MAT_T3_03146,MAT_T4_00249,4.44
MAT_T3_03147,MAT_T4_01722,3.811
MAT_T3_03147,MAT_T4_00265,2.084
MAT_T3_03147,MAT_T4_00629,0.668
MAT_T3_03150,MAT_T4_03783,4.104
MAT_T3_03150,MAT_T4_00439,1.962
MAT_T3_03150,MAT_T4_01513,3.57
MAT_T3_03154,MAT_T4_06068,3.208
MAT_T3_03158,MAT_T4_04318,2.259
MAT_T3_03158,MAT_T4_01503,4.364
MAT_T3_03158,MAT_T4_05147,3.932
MAT_T3_03158,MAT_T4_03499,2.824
MAT_T3_03163,MAT_T4_04537,2.848
MAT_T3_03163,MAT_T4_01370,2.888
MAT_T3_03163,MAT_T4_03691,2.212
MAT_T3_03163,MAT_T4_06052,4.592
MAT_T3_03164,MAT_T4_05712,2.359
MAT_T3_03166,MAT_T4_03944,4.791
MAT_T3_03166,MAT_T4_03197,2.638
MAT_T3_03166,MAT_T4_01232,4.627
MAT_T3_03167,MAT_T4_06433,1.333
MAT_T3_03167,MAT_T4_01241,4.653
MAT_T3_03167,MAT_T4_04614,1.846
MAT_T3_03167,MAT_T4_02745,1.31
MAT_T3_03167,MAT_T4_05987,0.947
MAT_T3_03171,MAT_T4_01388,3.683
MAT_T3_03171,MAT_T4_02985,2.58
MAT_T3_03171,MAT_T4_01180,3.78
MAT_T3_03171,MAT_T4_00972,1.692
MAT_T3_03172,MAT_T4_06866,1.66
MAT_T3_03172,MAT_T4_01129,4.077
MAT_T3_03172,MAT_T4_06715,2.625
MAT_T3_03175,MAT_T4_06906,4.067
MAT_T3_03175,MAT_T4_01901,2.626
MAT_T3_03175,MAT_T4_05183,0.684
MAT_T3_03177,MAT_T4_03968,1.695
MAT_T3_03177,MAT_T4_04851,2.904
MAT_T3_03178,MAT_T4_04776,4.786
MAT_T3_03178,MAT_T4_04215,4.437
MAT_T3_03178,MAT_T4_01451,2.898
MAT_T3_03178,MAT_T4_03106,2.235
MAT_T3_03179,MAT_T4_02126,3.163
MAT_T3_03179,MAT_T4_00252,0.612
MAT_T3_03179,MAT_T4_06263,3.083
MAT_T3_03188,MAT_T4_03669,1.404
MAT_T3_03189,MAT_T4_03625,2.472
MAT_T3_03195,MAT_T4_00146,3.719
MAT_T3_03195,MAT_T4_05780,1.257
MAT_T3_03196,MAT_T4_03609,1.744
MAT_T3_03196,MAT_T4_03958,3.453
MAT_T3_03199,MAT_T4_06041,1.893
MAT_T3_03199,MAT_T4_04735,4.493
MAT_T3_03199,MAT_T4_04975,3.487
MAT_T3_03200,MAT_T4_06549,4.71
MAT_T3_03200,MAT_T4_05874,1.818
MAT_T3_03201,MAT_T4_02020,2.636
MAT_T3_03202,MAT_T4_03482,3.774
MAT_T3_03202,MAT_T4_03187,4.283
MAT_T3_03212,MAT_T4_00271,1.332
MAT_T3_03212,MAT_T4_02300,1.232
MAT_T3_03212,MAT_T4_04132,1.547
MAT_T3_03212,MAT_T4_01741,3.067
MAT_T3_03213,MAT_T4_06516,1.933
MAT_T3_03213,MAT_T4_00586,2.285
MAT_T3_03216,MAT_T4_02740,4.116
MAT_T3_03216,MAT_T4_04695,3.926
MAT_T3_03216,MAT_T4_05726,4.894
MAT_T3_03222,MAT_T4_04681,0.689
MAT_T3_03222,MAT_T4_03560,1.948
MAT_T3_03222,MAT_T4_06613,2.242
MAT_T3_03222,MAT_T4_03174,2.692
MAT_T3_03223,MAT_T4_06594,3.494
MAT_T3_03226,MAT_T4_00554,4.562
MAT_T3_03226,MAT_T4_05663,0.513
MAT_T3_03229,MAT_T4_06429,3.628
MAT_T3_03235,MAT_T4_04141,3.249
MAT_T3_03251,MAT_T4_01489,3.349
MAT_T3_03251,MAT_T4_04261,4.187
MAT_T3_03251,MAT_T4_00788,4.207
MAT_T3_03253,MAT_T4_05960,2.286
MAT_T3_03256,MAT_T4_03466,2.594
MAT_T3_03256,MAT_T4_03476,2.175
MAT_T3_03257,MAT_T4_02103,0.678
MAT_T3_03258,MAT_T4_01351,2.08
MAT_T3_03258,MAT_T4_00442,1.233
MAT_T3_03262,MAT_T4_01492,2.29
MAT_T3_03262,MAT_T4_02590,4.907
MAT_T3_03265,MAT_T4_05281,3.178
MAT_T3_03265,MAT_T4_02648,0.616
MAT_T3_03270,MAT_T4_03640,4.619
MAT_T3_03270,MAT_T4_00310,3.663
MAT_T3_03273,MAT_T4_02246,0.608
MAT_T3_03273,MAT_T4_02014,1.656
MAT_T3_03273,MAT_T4_03719,2.05
MAT_T3_03274,MAT_T4_05867,4.25
MAT_T3_03276,MAT_T4_03249,1.572
MAT_T3_03278,MAT_T4_06268,2.185
MAT_T3_03278,MAT_T4_00249,1.204
MAT_T3_03278,MAT_T4_02600,1.196
MAT_T3_03286,MAT_T4_02938,4.417
MAT_T3_03286,MAT_T4_02912,1.011
MAT_T3_03286,MAT_T4_06542,3.057
MAT_T3_03288,MAT_T4_04193,3.026
MAT_T3_03288,MAT_T4_04099,0.598
MAT_T3_03290,MAT_T4_02724,0.632
MAT_T3_03290,MAT_T4_00310,3.389
MAT_T3_03290,MAT_T4_01931,3.661
MAT_T3_03294,MAT_T4_04220,4.742
MAT_T3_03294,MAT_T4_06492,0.522
MAT_T3_03294,MAT_T4_00812,1.187
MAT_T3_03295,MAT_T4_03151,2.837
MAT_T3_03297,MAT_T4_04231,4.239
MAT_T3_03297,MAT_T4_01459,3.416
MAT_T3_03301,MAT_T4_02191,2.667
MAT_T3_03304,MAT_T4_03827,2.712
MAT_T3_03304,MAT_T4_03926,1.719
MAT_T3_03305,MAT_T4_04857,4.394
MAT_T3_03305,MAT_T4_01337,4.238
MAT_T3_03305,MAT_T4_01871,4.854
MAT_T3_03313,MAT_T4_02679,1.773
MAT_T3_03313,MAT_T4_02117,4.897
MAT_T3_03318,MAT_T4_05975,4.876
MAT_T3_03318,MAT_T4_04468,4.494
MAT_T3_03318,MAT_T4_06937,2.643
MAT_T3_03319,MAT_T4_04374,1.786
MAT_T3_03320,MAT_T4_02345,2.883
MAT_T3_03320,MAT_T4_06396,2.475
MAT_T3_03320,MAT_T4_06363,4.197
MAT_T3_03320,MAT_T4_02705,3.991
MAT_T3_03320,MAT_T4_06941,1.747
MAT_T3_03320,MAT_T4_01638,1.589
MAT_T3_03322,MAT_T4_03835,3.566
MAT_T3_03327,MAT_T4_03338,3.276
MAT_T3_03327,MAT_T4_04289,2.134
MAT_T3_03331,MAT_T4_06234,1.15
MAT_T3_03331,MAT_T4_03054,2.707
MAT_T3_03331,MAT_T4_05996,1.968
MAT_T3_03331,MAT_T4_01847,2.601
MAT_T3_03335,MAT_T4_01405,1.582
MAT_T3_03335,MAT_T4_02120,0.806
MAT_T3_03339,MAT_T4_04052,4.56
MAT_T3_03339,MAT_T4_05737,2.486
MAT_T3_03339,MAT_T4_04394,2.334
MAT_T3_03339,MAT_T4_01099,2.506
MAT_T3_03339,MAT_T4_03209,4.793
MAT_T3_03339,MAT_T4_02919,1.37
MAT_T3_03342,MAT_T4_05372,2.475
MAT_T3_03342,MAT_T4_01742,4.998
MAT_T3_03342,MAT_T4_02842,2.738
MAT_T3_03342,MAT_T4_01755,4.77
MAT_T3_03343,MAT_T4_05236,4.437
MAT_T3_03343,MAT_T4_04686,2.775
MAT_T3_03351,MAT_T4_04431,2.219
MAT_T3_03351,MAT_T4_03003,4.022
MAT_T3_03363,MAT_T4_00616,1.286
MAT_T3_03363,MAT_T4_02155,3.587
MAT_T3_03364,MAT_T4_05246,4.192
MAT_T3_03364,MAT_T4_02609,2.907
MAT_T3_03367,MAT_T4_05358,1.289
MAT_T3_03367,MAT_T4_06128,2.324
MAT_T3_03367,MAT_T4_02852,2.331
MAT_T3_03370,MAT_T4_04903,3.746
MAT_T3_03370,MAT_T4_05928,3.974
MAT_T3_03370,MAT_T4_03498,0.887
MAT_T3_03371,MAT_T4_01100,4.515
MAT_T3_03371,MAT_T4_06019,1.55
MAT_T3_03377,MAT_T4_06213,3.329
MAT_T3_03377,MAT_T4_05529,4.288
MAT_T3_03378,MAT_T4_02272,2.892
MAT_T3_03380,MAT_T4_00535,2.436
MAT_T3_03380,MAT_T4_06022,1.917
MAT_T3_03380,MAT_T4_02655,3.376
MAT_T3_03382,MAT_T4_05252,2.344
MAT_T3_03382,MAT_T4_05345,4.049
MAT_T3_03382,MAT_T4_05800,4.099
MAT_T3_03383,MAT_T4_06549,3.05
MAT_T3_03384,MAT_T4_03208,2.584
MAT_T3_03389,MAT_T4_05087,4.538
MAT_T3_03389,MAT_T4_00396,2.163
MAT_T3_03389,MAT_T4_05202,1.328
MAT_T3_03398,MAT_T4_00237,3.821
MAT_T3_03398,MAT_T4_06738,2.236
MAT_T3_03398,MAT_T4_00791,2.007
MAT_T3_03402,MAT_T4_02872,4.708
MAT_T3_03402,MAT_T4_04909,3.732
MAT_T3_03405,MAT_T4_00052,4.847
MAT_T3_03405,MAT_T4_05206,1.38
MAT_T3_03405,MAT_T4_01988,2.207
MAT_T3_03405,MAT_T4_05369,0.526
MAT_T3_03405,MAT_T4_04055,1.216
MAT_T3_03408,MAT_T4_03949,3.725
MAT_T3_03408,MAT_T4_06105,3.436
MAT_T3_03408,MAT_T4_03649,0.769
MAT_T3_03408,MAT_T4_02284,1.751
MAT_T3_03409,MAT_T4_01727,0.643
MAT_T3_03409,MAT_T4_03197,2.901
MAT_T3_03412,MAT_T4_06610,3.586
MAT_T3_03414,MAT_T4_02339,1.998
MAT_T3_03417,MAT_T4_06503,2.686
MAT_T3_03418,MAT_T4_03831,3.403
MAT_T3_03422,MAT_T4_04861,1.312
MAT_T3_03422,MAT_T4_00557,0.807
MAT_T3_03422,MAT_T4_06985,3.481
MAT_T3_03422,MAT_T4_06913,2.974
MAT_T3_03422,MAT_T4_01480,1.585
MAT_T3_03423,MAT_T4_03851,4.153
MAT_T3_03423,MAT_T4_04200,3.307
MAT_T3_03429,MAT_T4_04614,3.144
MAT_T3_03429,MAT_T4_00527,2.86
MAT_T3_03429,MAT_T4_03952,2.822
MAT_T3_03441,MAT_T4_06029,1.428
MAT_T3_03441,MAT_T4_03546,4.017
MAT_T3_03441,MAT_T4_03682,2.797
MAT_T3_03446,MAT_T4_03560,2.421
MAT_T3_03446,MAT_T4_00858,4.553
MAT_T3_03446,MAT_T4_02116,0.74
MAT_T3_03447,MAT_T4_03391,4.616
MAT_T3_03447,MAT_T4_00660,3.246
MAT_T3_03447,MAT_T4_06866,3.038
MAT_T3_03448,MAT_T4_05097,3.768
MAT_T3_03448,MAT_T4_06590,2.208
MAT_T3_03448,MAT_T4_05337,0.626
MAT_T3_03460,MAT_T4_04743,2.86
MAT_T3_03460,MAT_T4_01654,4.174
MAT_T3_03463,MAT_T4_00031,4.301
MAT_T3_03463,MAT_T4_01553,3.742
MAT_T3_03463,MAT_T4_06343,4.531
MAT_T3_03463,MAT_T4_02252,3.156
MAT_T3_03470,MAT_T4_06105,4.937
MAT_T3_03471,MAT_T4_05203,1.852
MAT_T3_03471,MAT_T4_03788,4.864
MAT_T3_03473,MAT_T4_03807,3.775
MAT_T3_03473,MAT_T4_04046,4.085
MAT_T3_03478,MAT_T4_06951,0.693
MAT_T3_03478,MAT_T4_04623,2.563
MAT_T3_03484,MAT_T4_03244,3.585
MAT_T3_03485,MAT_T4_01911,3.15
MAT_T3_03485,MAT_T4_00622,0.86
MAT_T3_03485,MAT_T4_03847,1.318
MAT_T3_03485,MAT_T4_00613,2.036
MAT_T3_03488,MAT_T4_02944,1.123
MAT_T3_03488,MAT_T4_01418,2.093
MAT_T3_03488,MAT_T4_02766,2.793
MAT_T3_03488,MAT_T4_05072,1.808
MAT_T3_03493,MAT_T4_04735,2.245
MAT_T3_03496,MAT_T4_02100,4.983
MAT_T3_03497,MAT_T4_04155,0.506
MAT_T3_03504,MAT_T4_04400,4.577
MAT_T3_03504,MAT_T4_03309,2.173
MAT_T3_03504,MAT_T4_06717,3.879
MAT_T3_03511,MAT_T4_00737,1.213
MAT_T3_03511,MAT_T4_02872,0.62
MAT_T3_03511,MAT_T4_03638,3.921
MAT_T3_03513,MAT_T4_06817,3.861
MAT_T3_03513,MAT_T4_03699,2.418
MAT_T3_03513,MAT_T4_06729,4.463
MAT_T3_03513,MAT_T4_02722,1.725
MAT_T3_03513,MAT_T4_06768,0.849
MAT_T3_03514,MAT_T4_02763,4.125
MAT_T3_03514,MAT_T4_00832,1.482
MAT_T3_03514,MAT_T4_04494,4.693
MAT_T3_03514,MAT_T4_00335,4.15
MAT_T3_03516,MAT_T4_04931,3.719
MAT_T3_03516,MAT_T4_04884,2.665
MAT_T3_03516,MAT_T4_06638,2.1
MAT_T3_03519,MAT_T4_02719,1.283
MAT_T3_03519,MAT_T4_03352,4.485
MAT_T3_03519,MAT_T4_02181,2.036
MAT_T3_03519,MAT_T4_04254,2.388
MAT_T3_03520,MAT_T4_04961,1.721
MAT_T3_03520,MAT_T4_02126,1.113
MAT_T3_03524,MAT_T4_03385,0.86
MAT_T3_03524,MAT_T4_02820,4.912
MAT_T3_03524,MAT_T4_02173,2.758
MAT_T3_03526,MAT_T4_03633,3.81
MAT_T3_03526,MAT_T4_06630,1.427
MAT_T3_03526,MAT_T4_03424,1.038
MAT_T3_03526,MAT_T4_05591,4.654
MAT_T3_03526,MAT_T4_02100,2.603
MAT_T3_03526,MAT_T4_04973,2.527
MAT_T3_03526,MAT_T4_03077,2.742
MAT_T3_03528,MAT_T4_02492,3.536
MAT_T3_03528,MAT_T4_03466,3.434
MAT_T3_03530,MAT_T4_00832,4.287
MAT_T3_03530,MAT_T4_06782,4.539
MAT_T3_03531,MAT_T4_00010,1.852
MAT_T3_03531,MAT_T4_03457,2.61
MAT_T3_03531,MAT_T4_02933,4.837
MAT_T3_03531,MAT_T4_03820,1.538
MAT_T3_03533,MAT_T4_05591,4.137
MAT_T3_03533,MAT_T4_05355,2.368
MAT_T3_03533,MAT_T4_02323,2.689
MAT_T3_03533,MAT_T4_05033,0.687
MAT_T3_03538,MAT_T4_00722,2.242
MAT_T3_03538,MAT_T4_01455,3.206
MAT_T3_03538,MAT_T4_04858,4.487
MAT_T3_03541,MAT_T4_06600,1.759
MAT_T3_03542,MAT_T4_00194,1.79
MAT_T3_03542,MAT_T4_01337,3.689
MAT_T3_03542,MAT_T4_02021,4.101
MAT_T3_03542,MAT_T4_04765,4.356
MAT_T3_03543,MAT_T4_04397,2.052
MAT_T3_03543,MAT_T4_05471,1.109
MAT_T3_03545,MAT_T4_02146,1.344
MAT_T3_03545,MAT_T4_00002,2.075
MAT_T3_03552,MAT_T4_02279,2.709
MAT_T3_03557,MAT_T4_05444,1.196
MAT_T3_03557,MAT_T4_06152,0.997
MAT_T3_03557,MAT_T4_06954,1.559
MAT_T3_03558,MAT_T4_03355,4.163
MAT_T3_03558,MAT_T4_06844,2.823
MAT_T3_03558,MAT_T4_06441,0.64
MAT_T3_03567,MAT_T4_06228,4.891
MAT_T3_03567,MAT_T4_03774,4.509
MAT_T3_03567,MAT_T4_06550,1.884
MAT_T3_03572,MAT_T4_00296,0.688
MAT_T3_03583,MAT_T4_05131,4.209
MAT_T3_03585,MAT_T4_03588,3.292
MAT_T3_03585,MAT_T4_05820,3.575
MAT_T3_03585,MAT_T4_03603,4.198
MAT_T3_03587,MAT_T4_05464,4.178
MAT_T3_03587,MAT_T4_04567,3.479
MAT_T3_03587,MAT_T4_02555,2.055
MAT_T3_03587,MAT_T4_05343,3.115
MAT_T3_03587,MAT_T4_06095,1.275
MAT_T3_03591,MAT_T4_06815,4.379
MAT_T3_03591,MAT_T4_05635,4.945
MAT_T3_03591,MAT_T4_03079,3.589
MAT_T3_03595,MAT_T4_03697,0.68
MAT_T3_03595,MAT_T4_05093,1.305
MAT_T3_03595,MAT_T4_01487,2.115
MAT_T3_03597,MAT_T4_04363,1.251
MAT_T3_03597,MAT_T4_05195,1.558
MAT_T3_03597,MAT_T4_03498,2.226
MAT_T3_03597,MAT_T4_05050,2.881
MAT_T3_03597,MAT_T4_06863,1.812
MAT_T3_03606,MAT_T4_04210,4.322
MAT_T3_03607,MAT_T4_04422,4.321
MAT_T3_03607,MAT_T4_06745,1.787
MAT_T3_03611,MAT_T4_00407,1.316
MAT_T3_03611,MAT_T4_03500,4.21
MAT_T3_03611,MAT_T4_06326,3.262
MAT_T3_03611,MAT_T4_04270,1.048
MAT_T3_03612,MAT_T4_04681,3.055
MAT_T3_03612,MAT_T4_03317,2.384
MAT_T3_03612,MAT_T4_06552,2.313
MAT_T3_03612,MAT_T4_05135,3.774
MAT_T3_03612,MAT_T4_02059,3.726
MAT_T3_03612,MAT_T4_02990,1.323
MAT_T3_03612,MAT_T4_03727,1.386
MAT_T3_03613,MAT_T4_03913,1.574
MAT_T3_03613,MAT_T4_03733,0.739
MAT_T3_03615,MAT_T4_06497,4.549
MAT_T3_03615,MAT_T4_06795,2.273
MAT_T3_03616,MAT_T4_05100,1.397
MAT_T3_03616,MAT_T4_00857,4.031
MAT_T3_03616,MAT_T4_05280,4.699
MAT_T3_03616,MAT_T4_05720,2.073
MAT_T3_03621,MAT_T4_04359,1.739
MAT_T3_03621,MAT_T4_03848,4.867
MAT_T3_03621,MAT_T4_06394,4.161
MAT_T3_03621,MAT_T4_03992,3.361
MAT_T3_03630,MAT_T4_06441,4.538
MAT_T3_03630,MAT_T4_00779,2.371
MAT_T3_03630,MAT_T4_01240,3.98
MAT_T3_03634,MAT_T4_03203,3.794
MAT_T3_03634,MAT_T4_03075,3.263
MAT_T3_03634,MAT_T4_03411,1.751
MAT_T3_03635,MAT_T4_05300,1.873
MAT_T3_03635,MAT_T4_02852,4.705
MAT_T3_03635,MAT_T4_05195,4.266
MAT_T3_03635,MAT_T4_00482,3.92
MAT_T3_03635,MAT_T4_01160,1.684
MAT_T3_03635,MAT_T4_02558,1.72
MAT_T3_03637,MAT_T4_01207,0.578
MAT_T3_03639,MAT_T4_00753,2.784
MAT_T3_03639,MAT_T4_01156,4.815
MAT_T3_03639,MAT_T4_03500,4.312
MAT_T3_03639,MAT_T4_01481,3.583
MAT_T3_03645,MAT_T4_06105,1.504
MAT_T3_03645,MAT_T4_04284,3.968
MAT_T3_03648,MAT_T4_03518,3.786
MAT_T3_03648,MAT_T4_03715,1.441
MAT_T3_03654,MAT_T4_06347,1.983
MAT_T3_03654,MAT_T4_06654,1.742
MAT_T3_03654,MAT_T4_01992,2.322
MAT_T3_03656,MAT_T4_03151,4.996
MAT_T3_03656,MAT_T4_02555,2.467
MAT_T3_03656,MAT_T4_02869,3.432
MAT_T3_03656,MAT_T4_04220,4.492
MAT_T3_03656,MAT_T4_05034,4.336
MAT_T3_03658,MAT_T4_06552,4.537
MAT_T3_03658,MAT_T4_03106,3.793
MAT_T3_03658,MAT_T4_00853,3.885
MAT_T3_03661,MAT_T4_01026,3.315
MAT_T3_03668,MAT_T4_04992,1.856
MAT_T3_03668,MAT_T4_04602,0.884
MAT_T3_03670,MAT_T4_06497,2.276
MAT_T3_03670,MAT_T4_06887,3.538
MAT_T3_03670,MAT_T4_00187,4.529
MAT_T3_03672,MAT_T4_01695,1.94
MAT_T3_03672,MAT_T4_03275,3.35
MAT_T3_03675,MAT_T4_01472,0.715
MAT_T3_03675,MAT_T4_01314,2.664
MAT_T3_03675,MAT_T4_06972,2.023
MAT_T3_03675,MAT_T4_03886,4.761
MAT_T3_03677,MAT_T4_02729,2.79
MAT_T3_03677,MAT_T4_05021,3.809
MAT_T3_03680,MAT_T4_01252,4.72
MAT_T3_03680,MAT_T4_06081,3.494
MAT_T3_03680,MAT_T4_05619,1.736
MAT_T3_03684,MAT_T4_01505,4.698
MAT_T3_03684,MAT_T4_01663,0.974
