material_id,description,base_unit
MAT_T2_05459,BMS_Circuit,EA
MAT_T1_05460,Battery_Pack_HighRange,EA
MAT_T3_05461,Cell_Pouch,EA
MAT_T2_05462,Module_NMC,EA
MAT_T3_05463,Cell_Cylindrical_4680,EA
MAT_T4_05464,Nickel_Class1,KG
MAT_T3_05465,Cell_Cylindrical_4680,EA
MAT_T3_05466,Anode_Sheet,EA
MAT_T3_05467,Anode_Sheet,EA
MAT_T4_05468,Graphite_Synth,KG
MAT_T2_05469,BMS_Circuit,EA
MAT_T4_05470,Lithium_Hydroxide,KG
MAT_T4_05471,Nickel_Class1,KG
MAT_T3_05472,Cell_Cylindrical_4680,EA
MAT_T2_05473,Cooling_Plate,EA
MAT_T3_05474,Cell_Prismatic,EA
MAT_T1_05475,Drive_Unit,EA
MAT_T0_05476,EV_SUV,EA
MAT_T1_05477,Battery_Pack_Std,EA
MAT_T2_05478,Cooling_Plate,EA
MAT_T3_05479,Cell_Pouch,EA
MAT_T4_05480,Nickel_Class1,KG
MAT_T2_05481,Module_NMC,EA
MAT_T4_05482,Copper_Foil,KG
MAT_T4_05483,Lithium_Hydroxide,KG
MAT_T4_05484,Graphite_Synth,KG
MAT_T4_05485,Cobalt_Sulfate,KG
MAT_T3_05486,Cell_Pouch,EA
MAT_T1_05487,Battery_Pack_HighRange,EA
MAT_T3_05488,Cell_Cylindrical_4680,EA
MAT_T3_05489,Cell_Cylindrical_4680,EA
MAT_T4_05490,Cobalt_Sulfate,KG
MAT_T4_05491,Lithium_Hydroxide,KG
MAT_T3_05492,Anode_Sheet,EA
MAT_T2_05493,Cooling_Plate,EA
MAT_T2_05494,Module_NMC,EA
MAT_T0_05495,EV_Sedan,EA
MAT_T3_05496,Cell_Pouch,EA
MAT_T3_05497,Cell_Cylindrical_4680,EA
MAT_T4_05498,Lithium_Hydroxide,KG
MAT_T3_05499,Cell_Pouch,EA
MAT_T4_05500,Nickel_Class1,KG
MAT_T3_05501,Cell_Pouch,EA
MAT_T4_05502,Lithium_Hydroxide,KG
MAT_T1_05503,Inverter_Assy,EA
MAT_T4_05504,Lithium_Hydroxide,KG
MAT_T4_05505,Lithium_Hydroxide,KG
MAT_T2_05506,BMS_Circuit,EA
MAT_T2_05507,Module_LFP,EA
MAT_T4_05508,Copper_Foil,KG
MAT_T0_05509,EV_Truck,EA
MAT_T3_05510,Cell_Prismatic,EA
MAT_T2_05511,Cooling_Plate,EA
MAT_T4_05512,Cobalt_Sulfate,KG
MAT_T4_05513,Lithium_Hydroxide,KG
MAT_T3_05514,Anode_Sheet,EA
MAT_T3_05515,Cell_Prismatic,EA
MAT_T4_05516,Lithium_Hydroxide,KG
MAT_T4_05517,Nickel_Class1,KG
MAT_T4_05518,Graphite_Synth,KG
MAT_T3_05519,Cell_Pouch,EA
MAT_T2_05520,Cooling_Plate,EA
MAT_T3_05521,Anode_Sheet,EA
MAT_T4_05522,Copper_Foil,KG
MAT_T1_05523,Battery_Pack_HighRange,EA
MAT_T2_05524,Cooling_Plate,EA
MAT_T0_05525,EV_SUV,EA
MAT_T3_05526,Anode_Sheet,EA
MAT_T4_05527,Nickel_Class1,KG
MAT_T0_05528,EV_Sedan,EA
MAT_T4_05529,Lithium_Hydroxide,KG
MAT_T4_05530,Nickel_Class1,KG
MAT_T2_05531,Module_NMC,EA
MAT_T4_05532,Copper_Foil,KG
MAT_T4_05533,Nickel_Class1,KG
MAT_T4_05534,Nickel_Class1,KG
MAT_T2_05535,Module_NMC,EA
MAT_T1_05536,Battery_Pack_Std,EA
MAT_T1_05537,Battery_Pack_HighRange,EA
MAT_T4_05538,Nickel_Class1,KG
MAT_T4_05539,Graphite_Synth,KG
MAT_T4_05540,Cobalt_Sulfate,KG
MAT_T2_05541,Cooling_Plate,EA
MAT_T2_05542,Cooling_Plate,EA
MAT_T3_05543,Cell_Cylindrical_4680,EA
MAT_T3_05544,Cell_Pouch,EA
MAT_T4_05545,Cobalt_Sulfate,KG
MAT_T3_05546,Cell_Pouch,EA
MAT_T2_05547,Module_NMC,EA
MAT_T2_05548,Module_NMC,EA
MAT_T2_05549,Module_LFP,EA
MAT_T2_05550,Cooling_Plate,EA
MAT_T1_05551,Battery_Pack_HighRange,EA
MAT_T2_05552,BMS_Circuit,EA
MAT_T0_05553,EV_Sedan,EA
MAT_T2_05554,Cooling_Plate,EA
MAT_T4_05555,Graphite_Synth,KG
MAT_T2_05556,Cooling_Plate,EA
MAT_T4_05557,Nickel_Class1,KG
MAT_T4_05558,Graphite_Synth,KG
MAT_T3_05559,Anode_Sheet,EA
MAT_T4_05560,Nickel_Class1,KG
MAT_T0_05561,EV_Sedan,EA
MAT_T4_05562,Cobalt_Sulfate,KG
MAT_T4_05563,Cobalt_Sulfate,KG
MAT_T4_05564,Copper_Foil,KG
MAT_T2_05565,BMS_Circuit,EA
MAT_T2_05566,Module_NMC,EA
MAT_T2_05567,BMS_Circuit,EA
MAT_T3_05568,Cell_Prismatic,EA
MAT_T4_05569,Cobalt_Sulfate,KG
MAT_T2_05570,Module_LFP,EA
MAT_T3_05571,Cell_Cylindrical_4680,EA
MAT_T4_05572,Nickel_Class1,KG
MAT_T3_05573,Cell_Cylindrical_4680,EA
MAT_T4_05574,Copper_Foil,KG
MAT_T4_05575,Lithium_Hydroxide,KG
MAT_T1_05576,Drive_Unit,EA
MAT_T3_05577,Cell_Pouch,EA
MAT_T2_05578,BMS_Circuit,EA
MAT_T3_05579,Cell_Cylindrical_4680,EA
MAT_T4_05580,Graphite_Synth,KG
MAT_T4_05581,Copper_Foil,KG
MAT_T3_05582,Cell_Pouch,EA
MAT_T2_05583,Module_LFP,EA
MAT_T2_05584,Module_NMC,EA
MAT_T3_05585,Cell_Prismatic,EA
MAT_T1_05586,Battery_Pack_HighRange,EA
MAT_T3_05587,Cell_Pouch,EA
MAT_T0_05588,EV_SUV,EA
MAT_T2_05589,Module_NMC,EA
MAT_T2_05590,Module_NMC,EA
MAT_T4_05591,Cobalt_Sulfate,KG
MAT_T4_05592,Cobalt_Sulfate,KG
MAT_T2_05593,Module_LFP,EA
MAT_T1_05594,Drive_Unit,EA
MAT_T3_05595,Cell_Pouch,EA
MAT_T2_05596,Module_LFP,EA
MAT_T3_05597,Cell_Cylindrical_4680,EA
MAT_T4_05598,Copper_Foil,KG
MAT_T3_05599,Cell_Prismatic,EA
MAT_T3_05600,Cell_Pouch,EA
MAT_T3_05601,Anode_Sheet,EA
MAT_T4_05602,Graphite_Synth,KG
MAT_T4_05603,Lithium_Hydroxide,KG
MAT_T3_05604,Cell_Cylindrical_4680,EA
MAT_T2_05605,BMS_Circuit,EA
MAT_T3_05606,Cell_Prismatic,EA
MAT_T2_05607,Module_NMC,EA
MAT_T3_05608,Cell_Prismatic,EA
MAT_T3_05609,Cell_Cylindrical_4680,EA
MAT_T1_05610,Inverter_Assy,EA
MAT_T2_05611,BMS_Circuit,EA
MAT_T3_05612,Cell_Cylindrical_4680,EA
MAT_T4_05613,Nickel_Class1,KG
MAT_T3_05614,Cell_Prismatic,EA
MAT_T4_05615,Graphite_Synth,KG
MAT_T2_05616,Cooling_Plate,EA
MAT_T3_05617,Cell_Cylindrical_4680,EA
MAT_T3_05618,Cell_Cylindrical_4680,EA
MAT_T4_05619,Copper_Foil,KG
MAT_T1_05620,Inverter_Assy,EA
MAT_T3_05621,Cell_Cylindrical_4680,EA
MAT_T2_05622,Module_NMC,EA
MAT_T2_05623,Cooling_Plate,EA
MAT_T4_05624,Lithium_Hydroxide,KG
MAT_T2_05625,Cooling_Plate,EA
MAT_T2_05626,Cooling_Plate,EA
MAT_T3_05627,Cell_Cylindrical_4680,EA
MAT_T4_05628,Copper_Foil,KG
MAT_T3_05629,Cell_Pouch,EA
MAT_T4_05630,Nickel_Class1,KG
MAT_T4_05631,Graphite_Synth,KG
MAT_T2_05632,Cooling_Plate,EA
MAT_T3_05633,Cell_Cylindrical_4680,EA
MAT_T3_05634,Cell_Prismatic,EA
MAT_T4_05635,Lithium_Hydroxide,KG
MAT_T0_05636,EV_Sedan,EA
MAT_T2_05637,Module_NMC,EA
MAT_T4_05638,Nickel_Class1,KG
MAT_T3_05639,Cell_Prismatic,EA
MAT_T3_05640,Cell_Prismatic,EA
MAT_T3_05641,Anode_Sheet,EA
MAT_T2_05642,Module_NMC,EA
MAT_T3_05643,Cell_Cylindrical_4680,EA
MAT_T3_05644,Anode_Sheet,EA
MAT_T4_05645,Lithium_Hydroxide,KG
MAT_T2_05646,Module_NMC,EA
MAT_T4_05647,Lithium_Hydroxide,KG
MAT_T3_05648,Cell_Prismatic,EA
MAT_T0_05649,EV_Truck,EA
MAT_T4_05650,Copper_Foil,KG
MAT_T0_05651,EV_Sedan,EA
MAT_T4_05652,Cobalt_Sulfate,KG
MAT_T4_05653,Lithium_Hydroxide,KG
MAT_T2_05654,Module_LFP,EA
MAT_T2_05655,Module_NMC,EA
MAT_T3_05656,Anode_Sheet,EA
MAT_T3_05657,Cell_Pouch,EA
MAT_T3_05658,Cell_Pouch,EA
MAT_T2_05659,Module_LFP,EA
MAT_T3_05660,Cell_Prismatic,EA
MAT_T2_05661,BMS_Circuit,EA
MAT_T4_05662,Copper_Foil,KG
MAT_T4_05663,Graphite_Synth,KG
MAT_T3_05664,Anode_Sheet,EA
MAT_T4_05665,Nickel_Class1,KG
MAT_T2_05666,BMS_Circuit,EA
MAT_T0_05667,EV_SUV,EA
MAT_T3_05668,Anode_Sheet,EA
MAT_T3_05669,Cell_Cylindrical_4680,EA
MAT_T3_05670,Cell_Cylindrical_4680,EA
MAT_T4_05671,Cobalt_Sulfate,KG
MAT_T4_05672,Graphite_Synth,KG
MAT_T3_05673,Cell_Cylindrical_4680,EA
MAT_T4_05674,Copper_Foil,KG
MAT_T1_05675,Inverter_Assy,EA
MAT_T2_05676,Cooling_Plate,EA
MAT_T4_05677,Cobalt_Sulfate,KG
MAT_T3_05678,Cell_Pouch,EA
MAT_T3_05679,Cell_Pouch,EA
MAT_T2_05680,BMS_Circuit,EA
MAT_T3_05681,Anode_Sheet,EA
MAT_T2_05682,Module_LFP,EA
MAT_T3_05683,Anode_Sheet,EA
MAT_T2_05684,BMS_Circuit,EA
MAT_T1_05685,Inverter_Assy,EA
MAT_T2_05686,BMS_Circuit,EA
MAT_T2_05687,BMS_Circuit,EA
MAT_T4_05688,Lithium_Hydroxide,KG
MAT_T1_05689,Inverter_Assy,EA
MAT_T2_05690,Module_NMC,EA
MAT_T3_05691,Cell_Pouch,EA
MAT_T3_05692,Cell_Cylindrical_4680,EA
MAT_T0_05693,EV_Sedan,EA
MAT_T0_05694,EV_SUV,EA
MAT_T4_05695,Graphite_Synth,KG
MAT_T4_05696,Cobalt_Sulfate,KG
MAT_T3_05697,Cell_Prismatic,EA
MAT_T3_05698,Cell_Cylindrical_4680,EA
MAT_T2_05699,BMS_Circuit,EA
MAT_T2_05700,Module_LFP,EA
MAT_T3_05701,Cell_Pouch,EA
MAT_T4_05702,Nickel_Class1,KG
MAT_T2_05703,Module_NMC,EA
MAT_T4_05704,Graphite_Synth,KG
MAT_T1_05705,Battery_Pack_HighRange,EA
MAT_T2_05706,Cooling_Plate,EA
MAT_T0_05707,EV_Sedan,EA
MAT_T1_05708,Drive_Unit,EA
MAT_T4_05709,Cobalt_Sulfate,KG
MAT_T3_05710,Cell_Prismatic,EA
MAT_T1_05711,Inverter_Assy,EA
MAT_T4_05712,Graphite_Synth,KG
MAT_T4_05713,Copper_Foil,KG
MAT_T4_05714,Cobalt_Sulfate,KG
MAT_T4_05715,Cobalt_Sulfate,KG
MAT_T2_05716,Module_LFP,EA
MAT_T4_05717,Lithium_Hydroxide,KG
MAT_T4_05718,Nickel_Class1,KG
MAT_T4_05719,Copper_Foil,KG
MAT_T4_05720,Lithium_Hydroxide,KG
MAT_T2_05721,Module_LFP,EA
MAT_T4_05722,Lithium_Hydroxide,KG
MAT_T2_05723,Module_LFP,EA
MAT_T2_05724,Module_NMC,EA
MAT_T1_05725,Battery_Pack_Std,EA
MAT_T4_05726,Cobalt_Sulfate,KG
MAT_T2_05727,Cooling_Plate,EA
MAT_T3_05728,Anode_Sheet,EA
MAT_T3_05729,Cell_Prismatic,EA
MAT_T4_05730,Copper_Foil,KG
MAT_T2_05731,BMS_Circuit,EA
MAT_T4_05732,Cobalt_Sulfate,KG
MAT_T4_05733,Copper_Foil,KG
MAT_T3_05734,Cell_Prismatic,EA
MAT_T3_05735,Cell_Cylindrical_4680,EA
MAT_T4_05736,Graphite_Synth,KG
MAT_T4_05737,Nickel_Class1,KG
MAT_T4_05738,Graphite_Synth,KG
MAT_T2_05739,BMS_Circuit,EA
MAT_T4_05740,Lithium_Hydroxide,KG
MAT_T3_05741,Cell_Prismatic,EA
MAT_T3_05742,Anode_Sheet,EA
MAT_T4_05743,Cobalt_Sulfate,KG
MAT_T2_05744,Cooling_Plate,EA
MAT_T4_05745,Nickel_Class1,KG
MAT_T3_05746,Anode_Sheet,EA
MAT_T4_05747,Lithium_Hydroxide,KG
MAT_T2_05748,Cooling_Plate,EA
MAT_T3_05749,Cell_Pouch,EA
MAT_T4_05750,Copper_Foil,KG
MAT_T0_05751,EV_Sedan,EA
MAT_T1_05752,Battery_Pack_Std,EA
MAT_T4_05753,Lithium_Hydroxide,KG
MAT_T2_05754,Module_LFP,EA
MAT_T4_05755,Graphite_Synth,KG
MAT_T2_05756,Module_NMC,EA
MAT_T3_05757,Cell_Prismatic,EA
MAT_T4_05758,Cobalt_Sulfate,KG
MAT_T4_05759,Graphite_Synth,KG
MAT_T3_05760,Cell_Prismatic,EA
MAT_T3_05761,Cell_Cylindrical_4680,EA
MAT_T4_05762,Lithium_Hydroxide,KG
MAT_T2_05763,Cooling_Plate,EA
MAT_T3_05764,Cell_Cylindrical_4680,EA
MAT_T2_05765,BMS_Circuit,EA
MAT_T3_05766,Cell_Cylindrical_4680,EA
MAT_T2_05767,Module_LFP,EA
MAT_T2_05768,Module_LFP,EA
MAT_T3_05769,Cell_Prismatic,EA
MAT_T0_05770,EV_Sedan,EA
MAT_T1_05771,Battery_Pack_HighRange,EA
MAT_T4_05772,Cobalt_Sulfate,KG
MAT_T3_05773,Anode_Sheet,EA
MAT_T4_05774,Nickel_Class1,KG
MAT_T4_05775,Cobalt_Sulfate,KG
MAT_T0_05776,EV_Truck,EA
MAT_T3_05777,Cell_Prismatic,EA
MAT_T1_05778,Inverter_Assy,EA
MAT_T4_05779,Copper_Foil,KG
MAT_T4_05780,Graphite_Synth,KG
MAT_T3_05781,Cell_Prismatic,EA
MAT_T4_05782,Lithium_Hydroxide,KG
MAT_T2_05783,BMS_Circuit,EA
MAT_T3_05784,Anode_Sheet,EA
MAT_T4_05785,Lithium_Hydroxide,KG
MAT_T2_05786,Cooling_Plate,EA
MAT_T2_05787,Module_LFP,EA
MAT_T3_05788,Anode_Sheet,EA
MAT_T4_05789,Lithium_Hydroxide,KG
MAT_T3_05790,Anode_Sheet,EA
MAT_T4_05791,Cobalt_Sulfate,KG
MAT_T1_05792,Drive_Unit,EA
MAT_T3_05793,Anode_Sheet,EA
MAT_T4_05794,Lithium_Hydroxide,KG
MAT_T2_05795,BMS_Circuit,EA
MAT_T4_05796,Graphite_Synth,KG
MAT_T2_05797,Module_NMC,EA
MAT_T1_05798,Inverter_Assy,EA
MAT_T1_05799,Inverter_Assy,EA
MAT_T4_05800,Lithium_Hydroxide,KG
MAT_T3_05801,Anode_Sheet,EA
MAT_T4_05802,Copper_Foil,KG
MAT_T2_05803,Cooling_Plate,EA
MAT_T3_05804,Cell_Cylindrical_4680,EA
MAT_T3_05805,Cell_Cylindrical_4680,EA
MAT_T4_05806,Lithium_Hydroxide,KG
MAT_T4_05807,Cobalt_Sulfate,KG
MAT_T4_05808,Copper_Foil,KG
MAT_T0_05809,EV_SUV,EA
MAT_T3_05810,Cell_Cylindrical_4680,EA
MAT_T3_05811,Cell_Pouch,EA
MAT_T4_05812,Lithium_Hydroxide,KG
MAT_T2_05813,Module_NMC,EA
MAT_T2_05814,Module_NMC,EA
MAT_T3_05815,Anode_Sheet,EA
MAT_T2_05816,Cooling_Plate,EA
MAT_T1_05817,Inverter_Assy,EA
MAT_T4_05818,Nickel_Class1,KG
MAT_T3_05819,Cell_Prismatic,EA
MAT_T4_05820,Lithium_Hydroxide,KG
MAT_T4_05821,Nickel_Class1,KG
MAT_T2_05822,Module_LFP,EA
MAT_T3_05823,Cell_Prismatic,EA
MAT_T1_05824,Inverter_Assy,EA
MAT_T4_05825,Graphite_Synth,KG
MAT_T3_05826,Anode_Sheet,EA
MAT_T3_05827,Cell_Pouch,EA
MAT_T2_05828,Cooling_Plate,EA
MAT_T3_05829,Anode_Sheet,EA
MAT_T2_05830,Module_NMC,EA
MAT_T3_05831,Cell_Prismatic,EA
MAT_T4_05832,Lithium_Hydroxide,KG
MAT_T4_05833,Graphite_Synth,KG
MAT_T2_05834,Module_NMC,EA
MAT_T3_05835,Cell_Cylindrical_4680,EA
MAT_T4_05836,Cobalt_Sulfate,KG
MAT_T1_05837,Inverter_Assy,EA
MAT_T4_05838,Copper_Foil,KG
MAT_T2_05839,Module_NMC,EA
MAT_T4_05840,Nickel_Class1,KG
MAT_T3_05841,Cell_Cylindrical_4680,EA
MAT_T3_05842,Cell_Cylindrical_4680,EA
MAT_T4_05843,Cobalt_Sulfate,KG
MAT_T1_05844,Battery_Pack_Std,EA
MAT_T2_05845,BMS_Circuit,EA
MAT_T3_05846,Cell_Cylindrical_4680,EA
MAT_T4_05847,Lithium_Hydroxide,KG
MAT_T2_05848,BMS_Circuit,EA
MAT_T4_05849,Lithium_Hydroxide,KG
MAT_T3_05850,Cell_Cylindrical_4680,EA
MAT_T2_05851,BMS_Circuit,EA
MAT_T4_05852,Copper_Foil,KG
MAT_T1_05853,Inverter_Assy,EA
MAT_T3_05854,Cell_Cylindrical_4680,EA
MAT_T1_05855,Inverter_Assy,EA
MAT_T3_05856,Anode_Sheet,EA
MAT_T3_05857,Anode_Sheet,EA
MAT_T3_05858,Cell_Prismatic,EA
MAT_T3_05859,Cell_Cylindrical_4680,EA
MAT_T3_05860,Cell_Cylindrical_4680,EA
MAT_T2_05861,Module_LFP,EA
MAT_T3_05862,Anode_Sheet,EA
MAT_T4_05863,Lithium_Hydroxide,KG
MAT_T4_05864,Graphite_Synth,KG
MAT_T1_05865,Battery_Pack_HighRange,EA
MAT_T0_05866,EV_Sedan,EA
MAT_T4_05867,Nickel_Class1,KG
MAT_T3_05868,Cell_Cylindrical_4680,EA
MAT_T3_05869,Cell_Cylindrical_4680,EA
MAT_T4_05870,Lithium_Hydroxide,KG
MAT_T2_05871,BMS_Circuit,EA
MAT_T3_05872,Cell_Pouch,EA
MAT_T4_05873,Nickel_Class1,KG
MAT_T4_05874,Lithium_Hydroxide,KG
MAT_T2_05875,BMS_Circuit,EA
MAT_T1_05876,Inverter_Assy,EA
MAT_T2_05877,Module_NMC,EA
MAT_T4_05878,Lithium_Hydroxide,KG
MAT_T2_05879,BMS_Circuit,EA
MAT_T0_05880,EV_SUV,EA
MAT_T4_05881,Copper_Foil,KG
MAT_T2_05882,Module_LFP,EA
MAT_T0_05883,EV_Sedan,EA
MAT_T2_05884,Module_NMC,EA
MAT_T2_05885,Module_NMC,EA
MAT_T3_05886,Anode_Sheet,EA
MAT_T4_05887,Graphite_Synth,KG
MAT_T4_05888,Copper_Foil,KG
MAT_T3_05889,Anode_Sheet,EA
MAT_T3_05890,Cell_Prismatic,EA
MAT_T3_05891,Cell_Cylindrical_4680,EA
MAT_T2_05892,Module_NMC,EA
MAT_T1_05893,Inverter_Assy,EA
MAT_T4_05894,Nickel_Class1,KG
MAT_T2_05895,Module_NMC,EA
MAT_T2_05896,Cooling_Plate,EA
MAT_T3_05897,Cell_Cylindrical_4680,EA
MAT_T3_05898,Anode_Sheet,EA
MAT_T0_05899,EV_Truck,EA
MAT_T1_05900,Inverter_Assy,EA
MAT_T3_05901,Cell_Cylindrical_4680,EA
MAT_T4_05902,Cobalt_Sulfate,KG
MAT_T2_05903,Cooling_Plate,EA
MAT_T3_05904,Cell_Prismatic,EA
MAT_T3_05905,Cell_Pouch,EA
MAT_T4_05906,Graphite_Synth,KG
MAT_T2_05907,Cooling_Plate,EA
MAT_T1_05908,Battery_Pack_HighRange,EA
MAT_T3_05909,Cell_Pouch,EA
MAT_T4_05910,Copper_Foil,KG
MAT_T1_05911,Inverter_Assy,EA
MAT_T3_05912,Anode_Sheet,EA
MAT_T0_05913,EV_SUV,EA
MAT_T0_05914,EV_SUV,EA
MAT_T3_05915,Anode_Sheet,EA
MAT_T2_05916,BMS_Circuit,EA
MAT_T4_05917,Lithium_Hydroxide,KG
MAT_T3_05918,Cell_Prismatic,EA
MAT_T3_05919,Cell_Pouch,EA
MAT_T3_05920,Cell_Prismatic,EA
MAT_T3_05921,Anode_Sheet,EA
MAT_T0_05922,EV_SUV,EA
MAT_T4_05923,Lithium_Hydroxide,KG
MAT_T4_05924,Copper_Foil,KG
MAT_T2_05925,Module_LFP,EA
MAT_T1_05926,Inverter_Assy,EA
MAT_T1_05927,Battery_Pack_Std,EA
MAT_T4_05928,Nickel_Class1,KG
MAT_T4_05929,Graphite_Synth,KG
MAT_T4_05930,Nickel_Class1,KG
MAT_T4_05931,Graphite_Synth,KG
MAT_T3_05932,Cell_Cylindrical_4680,EA
MAT_T3_05933,Cell_Cylindrical_4680,EA
MAT_T4_05934,Nickel_Class1,KG
MAT_T3_05935,Cell_Cylindrical_4680,EA
MAT_T3_05936,Cell_Cylindrical_4680,EA
MAT_T3_05937,Anode_Sheet,EA
MAT_T3_05938,Anode_Sheet,EA
MAT_T3_05939,Cell_Prismatic,EA
MAT_T3_05940,Cell_Cylindrical_4680,EA
MAT_T4_05941,Cobalt_Sulfate,KG
MAT_T3_05942,Cell_Prismatic,EA
MAT_T3_05943,Cell_Pouch,EA
MAT_T4_05944,Lithium_Hydroxide,KG
MAT_T3_05945,Anode_Sheet,EA
MAT_T2_05946,Module_NMC,EA
MAT_T0_05947,EV_Truck,EA
MAT_T3_05948,Cell_Cylindrical_4680,EA
MAT_T3_05949,Cell_Prismatic,EA
MAT_T4_05950,Nickel_Class1,KG
MAT_T3_05951,Anode_Sheet,EA
MAT_T3_05952,Cell_Cylindrical_4680,EA
MAT_T2_05953,Module_NMC,EA
MAT_T1_05954,Drive_Unit,EA
MAT_T4_05955,Cobalt_Sulfate,KG
MAT_T2_05956,Cooling_Plate,EA
MAT_T3_05957,Anode_Sheet,EA
MAT_T4_05958,Graphite_Synth,KG
MAT_T3_05959,Cell_Prismatic,EA
MAT_T4_05960,Copper_Foil,KG
MAT_T3_05961,Anode_Sheet,EA
MAT_T2_05962,BMS_Circuit,EA
MAT_T4_05963,Cobalt_Sulfate,KG
MAT_T4_05964,Nickel_Class1,KG
MAT_T2_05965,Cooling_Plate,EA
MAT_T0_05966,EV_SUV,EA
MAT_T1_05967,Battery_Pack_HighRange,EA
MAT_T2_05968,Cooling_Plate,EA
MAT_T4_05969,Nickel_Class1,KG
MAT_T3_05970,Cell_Pouch,EA
MAT_T3_05971,Anode_Sheet,EA
MAT_T4_05972,Cobalt_Sulfate,KG
MAT_T3_05973,Cell_Prismatic,EA
MAT_T2_05974,BMS_Circuit,EA
MAT_T4_05975,Nickel_Class1,KG
MAT_T4_05976,Cobalt_Sulfate,KG
MAT_T4_05977,Nickel_Class1,KG
MAT_T3_05978,Cell_Pouch,EA
MAT_T4_05979,Cobalt_Sulfate,KG
MAT_T2_05980,Module_NMC,EA
MAT_T3_05981,Anode_Sheet,EA
MAT_T4_05982,Lithium_Hydroxide,KG
MAT_T2_05983,Module_LFP,EA
MAT_T4_05984,Nickel_Class1,KG
MAT_T3_05985,Anode_Sheet,EA
MAT_T0_05986,EV_Truck,EA
MAT_T4_05987,Nickel_Class1,KG
MAT_T2_05988,Cooling_Plate,EA
MAT_T3_05989,Anode_Sheet,EA
MAT_T1_05990,Inverter_Assy,EA
MAT_T4_05991,Graphite_Synth,KG
MAT_T2_05992,Cooling_Plate,EA
MAT_T2_05993,Module_LFP,EA
MAT_T1_05994,Inverter_Assy,EA
MAT_T4_05995,Copper_Foil,KG
MAT_T4_05996,Lithium_Hydroxide,KG
MAT_T4_05997,Cobalt_Sulfate,KG
MAT_T3_05998,Cell_Prismatic,EA
MAT_T3_05999,Cell_Cylindrical_4680,EA
MAT_T1_06000,Battery_Pack_Std,EA
MAT_T3_06001,Cell_Pouch,EA
MAT_T2_06002,Module_NMC,EA
MAT_T4_06003,Lithium_Hydroxide,KG
MAT_T4_06004,Copper_Foil,KG
MAT_T3_06005,Cell_Pouch,EA
MAT_T2_06006,Module_NMC,EA
MAT_T4_06007,Copper_Foil,KG
MAT_T1_06008,Inverter_Assy,EA
MAT_T2_06009,Cooling_Plate,EA
MAT_T2_06010,Cooling_Plate,EA
MAT_T3_06011,Cell_Prismatic,EA
MAT_T4_06012,Nickel_Class1,KG
MAT_T2_06013,Module_NMC,EA
MAT_T1_06014,Battery_Pack_Std,EA
MAT_T3_06015,Cell_Pouch,EA
MAT_T4_06016,Copper_Foil,KG
MAT_T2_06017,BMS_Circuit,EA
MAT_T2_06018,Module_LFP,EA
MAT_T4_06019,Nickel_Class1,KG
MAT_T4_06020,Cobalt_Sulfate,KG
MAT_T4_06021,Lithium_Hydroxide,KG
MAT_T4_06022,Copper_Foil,KG
MAT_T2_06023,Module_NMC,EA
MAT_T2_06024,BMS_Circuit,EA
MAT_T2_06025,Module_NMC,EA
MAT_T2_06026,BMS_Circuit,EA
MAT_T4_06027,Cobalt_Sulfate,KG
MAT_T4_06028,Lithium_Hydroxide,KG
MAT_T4_06029,Cobalt_Sulfate,KG
MAT_T2_06030,Module_LFP,EA
MAT_T4_06031,Lithium_Hydroxide,KG
MAT_T4_06032,Nickel_Class1,KG
MAT_T2_06033,Module_NMC,EA
MAT_T4_06034,Lithium_Hydroxide,KG
MAT_T2_06035,Module_LFP,EA
MAT_T1_06036,Drive_Unit,EA
MAT_T4_06037,Nickel_Class1,KG
MAT_T4_06038,Graphite_Synth,KG
MAT_T1_06039,Inverter_Assy,EA
MAT_T2_06040,Module_NMC,EA
MAT_T4_06041,Graphite_Synth,KG
MAT_T4_06042,Lithium_Hydroxide,KG
MAT_T4_06043,Copper_Foil,KG
MAT_T2_06044,Module_LFP,EA
MAT_T1_06045,Battery_Pack_Std,EA
MAT_T2_06046,Module_LFP,EA
MAT_T2_06047,Module_NMC,EA
MAT_T2_06048,Cooling_Plate,EA
MAT_T2_06049,Cooling_Plate,EA
MAT_T3_06050,Cell_Prismatic,EA
MAT_T2_06051,BMS_Circuit,EA
MAT_T4_06052,Copper_Foil,KG
MAT_T2_06053,Module_NMC,EA
MAT_T3_06054,Cell_Pouch,EA
MAT_T0_06055,EV_SUV,EA
MAT_T3_06056,Cell_Prismatic,EA
MAT_T1_06057,Inverter_Assy,EA
MAT_T4_06058,Lithium_Hydroxide,KG
MAT_T4_06059,Lithium_Hydroxide,KG
MAT_T3_06060,Cell_Pouch,EA
MAT_T1_06061,Battery_Pack_HighRange,EA
MAT_T3_06062,Anode_Sheet,EA
MAT_T4_06063,Lithium_Hydroxide,KG
MAT_T2_06064,BMS_Circuit,EA
MAT_T3_06065,Anode_Sheet,EA
MAT_T4_06066,Graphite_Synth,KG
MAT_T4_06067,Graphite_Synth,KG
MAT_T4_06068,Lithium_Hydroxide,KG
MAT_T4_06069,Lithium_Hydroxide,KG
MAT_T4_06070,Cobalt_Sulfate,KG
MAT_T3_06071,Anode_Sheet,EA
MAT_T3_06072,Anode_Sheet,EA
MAT_T4_06073,Copper_Foil,KG
MAT_T4_06074,Nickel_Class1,KG
